Review #,Brand,Variety,Style,Country,Stars,T,T_year,T_rank,Flavor,Spicy
1134,Hi-Myon,katsuo udon,Pack,South Korea,4.0,,,,,False
1133,Kamfen,e men noodles abalone soup flavor,Pack,Hong Kong,3.75,,,,Seafood,False
1132,Tesco,everyday value spicy curry flavour noodles,Cup,United Kingdom,1.5,,,,,True
1131,Wei Lih,what s that leisure meatballs chicken flavor,Pack,Taiwan,3.75,,,,Chicken,False
1130,Nissin,big cup noodles habanero lime shrimp flavor ramen noodle soup,Cup,United States,3.5,,,,Seafood,False
1129,Oyatsu,baby star ramen round chikinmini,Pack,Japan,3.5,,,,,False
1128,Lucky Me!,special instant pancit bihon with kalamansi,Pack,Philippines,3.25,,,,Seafood,False
1127,Campbell's,hearty noodles chicken flavour,Cup,Canada,2.75,,,,Chicken,False
1126,GaGa,mie jepeng goreng rasa ayam lada hitam,Pack,Indonesia,4.0,,,,Chicken,False
1125,Myojo,japanese style noodles shio flavor,Pack,United States,5.0,,,,,False
1124,Samyang Foods,ganjjampong,Bowl,South Korea,4.25,,,,,False
1123,Maruchan,fresh yaki soba stir fry noodles with seasoning sauce base,Pack,Japan,4.25,,,,,False
1122,Nagao Noodle,ramen kamen thasos galle pork bone,Pack,Japan,4.25,,,,Mixed,False
1121,Sau Tao,oat noodle sesame oil flavored,Pack,China,3.75,,,,,False
1120,ABC,selera pedas mi rebus hot gulai flavor,Pack,Indonesia,4.75,,,,,True
1119,Ko-Lee,taste sensation instant noodles curry flavour,Pack,United Kingdom,3.75,,,,,False
1118,Mr. Noodles,kimchi bowl noodles oriental noodle with soup base,Bowl,Canada,2.75,,,,Beef,True
1117,Thai Pavilion,spicy pad thai instant noodles sauce,Tray,United States,4.25,,,,,True
1116,Tokyo Noodle,mini instant noodles artificial chicken flavor,Pack,Japan,5.0,,,,Chicken,False
1115,Nissin,pan asian kitchen sukiyaki beef flavor savory soy sauce ramen noodles,Tray,United States,3.75,,,,Beef,False
1114,Maitri,vegetarian fried noodles mie goreng ,Pack,Indonesia,4.0,,,,,False
1113,Samyang Foods,samyang ramyun sk version ,Cup,South Korea,3.5,,,,,False
1112,Mama,oriental style instant kua chap clear soup,Pack,Thailand,3.75,,,,,False
1111,Golden Wheat,korean style stew beef cooking noodle,Pack,China,3.25,,,,Beef,False
1110,GS25,gonghwachun jjajangmyun,Pack,South Korea,4.5,,,,,False
1109,La Fonte,spaghetti with bolognese sauce,Other,Indonesia,4.25,,,,Beef,False
1108,Chencun,spicy beef,Cup,China,3.5,,,,Beef,True
1107,Nissin,demae ramen kimchi flavour instant noodle with soup base,Bowl,Hong Kong,3.5,,,,,True
1106,Nissin,raoh rich soy sauce with roast pork 2 slices ,Bowl,Japan,4.5,,,,Pork,False
1105,Nongshim,doong ji authentic korean cold noodles with chili sauce,Tray,South Korea,5.0,,,,,False
1104,Western Family,instant noodles chicken flavour,Pack,Canada,3.5,,,,Chicken,False
1103,Myojo,ippei chan yomise no yakisoba teriyaki mayo flavor,Tray,Japan,5.0,,,,Chicken,False
1102,Batchelors,super noodles mild mexican chilli,Pack,United Kingdom,3.0,,,,,True
1101,Eat & Go,spicy chicken mi instan cup,Cup,Indonesia,4.25,,,,Chicken,True
1100,Baltix,instant noodles with chicken flavour broth,Pack,Other,3.75,,,,Chicken,False
1099,Baltix,instant noodles with beef flavour broth,Pack,Other,3.25,,,,Beef,False
1098,Tropicana Slim,low fat noodles hainan chicken,Pack,Indonesia,3.75,,,,Chicken,False
1097,Amianda,homely dried noodles sesame pate,Pack,Taiwan,3.75,,,,,False
1096,Amianda,tachia noodles hot spicy sauce,Pack,Taiwan,3.5,,,,,True
1095,Amianda,tachia dried noodles fried shallot,Pack,Taiwan,3.25,,,,,False
1094,Amianda,thin noodles sesame oil,Pack,Taiwan,4.25,,,,,False
1093,Amianda,hakka flat noodles satay sauce,Pack,Taiwan,4.5,,,,,False
1092,Amianda,tachia dried noodles rou zhou meat sauce,Pack,Taiwan,5.0,,,,,False
1091,Amianda,homely dried noodles original flavor ,Pack,Taiwan,4.0,,,,,False
1090,Amianda,dried noodles spicy sauerkraut,Pack,Taiwan,3.25,,,,,True
1089,Amianda,hakka flat noodles fried bean sauce,Pack,Taiwan,4.25,,,,,False
1088,Amianda,tachia dried noodles peppery,Pack,Taiwan,3.75,,,,,True
1087,MyKuali,penang white curry noodle,Pack,Malaysia,5.0,,,,,False
1086,Sawadee,indian curry flavour,Pack,United Kingdom,3.0,,,,,False
1085,Vina Acecook,hao hao mi goreng shrimp onion flavour,Pack,Vietnam,3.5,,,,Seafood,False
1084,Mr. Noodles,noodles in a cup chicken simulated flavour,Cup,Canada,1.5,,,,Chicken,False
1083,Nissin,goota demi hamburg men,Cup,Japan,4.75,,,,Pork,False
1082,Indomie,mi goreng cabe ijo,Pack,Indonesia,4.5,,,,,False
1081,Deshome,aloe noodle sesame sauce,Pack,Taiwan,3.25,,,,,False
1080,Deshome,black eyed beans noodle basil sauce sesame sauce,Pack,Taiwan,3.5,,,,,False
1079,Deshome,aloe noodle vegetable sauce,Pack,Taiwan,5.0,,,,,False
1078,Deshome,black eyed beans noodle spicy soybean sauce sesame sauce,Pack,Taiwan,3.75,,,,,True
1077,Deshome,aloe noodle red onion sesame sauce,Pack,Taiwan,5.0,,,,,False
1076,Deshome,black eyed beans noodle vegetable sauce sesame sauce,Pack,Taiwan,3.75,,,,,False
1075,Deshome,aloe noodle with basil sauce,Pack,Taiwan,5.0,,,,,False
1074,Deshome,pollen noodles sesame sauce soy sauce,Pack,Taiwan,4.25,,,,,False
1073,Deshome,black eyed bean noodle red onion sauce sesame sauce,Pack,Taiwan,3.75,,,,,False
1072,Deshome,aloe noodle with spicy soybean sauce,Pack,Taiwan,4.0,,,,,True
1071,Nissin,raoh soy sauce taste,Pack,Japan,4.0,,,,,False
1070,HoMyeonDang,premium noodle house pork seafood flavor,Pack,South Korea,4.0,,,,Mixed,False
1069,Nissin,raoh rich miso flavor,Bowl,Japan,5.0,,,,,False
1068,Koka,oriental instant noodles stir fried noodles,Pack,Singapore,3.75,,,,,False
1067,Nissin,cup noodle red shock,Cup,Japan,3.75,,,,,False
1066,Tasty Bite,1 step 1 minute asian noodles pad thai,Pack,United States,3.5,,,,,False
1065,Tasty Bite,1 step 1 minute asian noodles kung pao,Pack,United States,4.25,,,,,False
1064,Tasty Bite,1 step 1 minute asian noodles mushroom lo mein,Pack,United States,4.0,,,,,False
1063,Tasty Bite,1 step 1 minute asian noodles thai basil,Pack,United States,3.75,,,,,False
1062,Tasty Bite,1 step 1 minute asian noodles lemongrass ginger,Pack,United States,3.75,,,,,False
1061,Tasty Bite,1 step 1 minute asian noodles toasted sesame,Pack,United States,4.0,,,,,False
1060,Star Anise Foods,happy pho vietnamese brown rice noodle soup garlic goodness,Pack,United States,3.75,,,,,False
1059,Mamee,oriental noodles curry flavour,Pack,Malaysia,3.25,,,,,False
1058,A-Sha Dry Noodle,dry noodle mandarin noodle original sauce,Pack,Taiwan,4.0,,,,,False
1057,A-Sha Dry Noodle,dry noodle hakka noodle spicy sesame oil sauce,Pack,Taiwan,3.5,,,,,True
1056,A-Sha Dry Noodle,dry noodle mandarin noodle onion oil sauce,Pack,Taiwan,5.0,,,,,False
1055,A-Sha Dry Noodle,dry noodle qq thin noodle bbq sauce,Pack,Taiwan,5.0,,,,,False
1054,A-Sha Dry Noodle,no 10 mandarin noodle black pepper sauce,Pack,Taiwan,3.75,,,,,True
1053,A-Sha Dry Noodle,dry noodle tainan noodle sesame sauce,Pack,Taiwan,4.0,,,,,False
1052,A-Sha Dry Noodle,dry noodle hakka noodle chili sauce,Pack,Taiwan,4.25,,,,,False
1051,Maruchan,seimen japanese instant ramen noodles soy sauce taste,Pack,Japan,3.75,,,,,False
1050,Knorr,japanese pork bone flavour quick serve macaroni,Pack,Hong Kong,3.0,,,,Mixed,False
1049,Mr. Noodles,bowl beef simulated flavor,Bowl,Canada,2.0,,,,Beef,False
1048,Ottogi,cheese bokki,Cup,South Korea,3.5,,,,Beef,False
1047,New Touch,yakisoba noodle,Tray,Japan,4.0,,,,,False
1046,Myojo,stir fry noodles japanese style noodles with sauce,Pack,United States,4.0,,,,,False
1045,Nissin,chow mein chicken,Tray,United States,3.5,,,,Chicken,False
1044,Nongshim,shin ramyun noodle spicy mushroom,Bowl,China,3.25,,,,,True
1043,Chewy,rice vermicelli satay chicken,Pack,China,3.0,,,,Chicken,False
1042,Nongshim,potato pork ramyun,Pack,China,5.0,,,,Pork,False
1041,Ko-Lee,instant noodles super chow mein,Pack,United Kingdom,4.0,,,,,False
1040,Western Family,instant noodles vegetable flavour,Pack,Canada,1.0,,,,,False
1039,Maruchan,bowl hot spicy shrimp flavor ramen noodles with vegetables,Bowl,United States,4.25,,,,Seafood,True
1038,Itomen,chanponmen,Pack,Japan,4.25,,,,,False
1037,Emart,dare you habanero jjamppong,Pack,South Korea,4.0,,,,,False
1036,Golden Wheat,korean style spicy shrimp noodle soup,Bowl,China,3.5,,,,Seafood,True
1035,Wei Lih,spicy sichuan flavor instant noodle,Bowl,Taiwan,3.5,,,,,True
1034,Western Family,instant noodles in a cup spicy chicken,Cup,Canada,2.25,,,,Chicken,True
1033,Nissin,king cup noodle bbq chicken onion,Cup,Japan,3.75,,,,Chicken,False
1032,Mama,authentic thai cuisine pad thai,Pack,Thailand,4.0,,,,,False
1031,HoMyeonDang,premium noodle house don ramyun,Pack,South Korea,4.0,,,,,False
1030,Samyang Foods,60 ingredients assorted vegetable sk version,Pack,South Korea,3.75,,,,,False
1029,Samyang Foods,nagasaki crab jjampong,Pack,South Korea,5.0,,,,Seafood,False
1028,Samyang Foods,buldalk bokkeummyeon hot fried chicken ramyun ,Pack,South Korea,4.0,,,,Mixed,True
1027,Samyang Foods,yukgaejang beef ramyun,Bowl,South Korea,4.0,,,,Beef,False
1026,Samyang Foods,bajirak kalgugsu,Pack,South Korea,3.75,,,,,False
1025,Samyang Foods,hot chacharoni,Pack,South Korea,3.75,,,,,True
1024,HoMyeonDang,premium noodle house tofu fried noodle,Pack,South Korea,3.5,,,,,False
1023,Samyang Foods,samyang ramyun,Pack,South Korea,4.5,,,,,False
1022,HoMyeonDang,premuim noodle house crab jjampong,Pack,South Korea,5.0,,,,Seafood,False
1021,Samyang Foods,beef flavor ramyun sk version ,Pack,South Korea,4.25,,,,Beef,False
1020,Samyang Foods,nagasaki jjampong,Bowl,South Korea,4.75,,,,,False
1019,Samyang Foods,kimchi ramyun sk version ,Pack,South Korea,4.0,,,,,True
1018,Samyang Foods,ganjjampong,Pack,South Korea,4.25,,,,,False
1017,Samyang Foods,sutah sk version ,Pack,South Korea,3.75,,,,,False
1016,Nissin,big cup noodles habanero lime chicken flavor ramen noodle soup,Cup,United States,3.5,,,,Chicken,False
1015,Tradition,oriental style ramen noodle soup,Pack,United States,2.75,,,,,False
1014,Nissin,king spa oh peperoncino spaghetti 日清生タイプspa王 ペペロンチーノ ,Bowl,Japan,4.25,,,,,False
1013,Vina Acecook,oh ricey hủ tiếu sườn heo pork spareribs flavour ,Pack,Vietnam,3.5,,,,Pork,False
1012,Unox,good noodles oosterse kip oriental chicken ,Pack,Netherlands,3.5,,,,Chicken,False
1011,Maruchan,bowl hot spicy chicken flavor ramen noodles with vegetables,Bowl,United States,4.0,,,,Chicken,True
1010,Golden Wheat,korean style spicy beef noodle soup,Bowl,China,3.75,,,,Beef,True
1009,Western Family,instant noodles in a cup oriental,Cup,Canada,2.0,,,,,False
1008,Ottogi,sesame flavor noodle bowl,Bowl,South Korea,3.5,,,,Beef,False
1007,Nissin,demae ramen sesame oil flavour noodles with soup base,Bowl,Hong Kong,4.5,,,,,False
1006,Amino,barszcz czerwony borscht ,Pack,Other,4.0,,,,Beef,False
1005,Four Seas,chicken flavour,Bowl,China,2.75,,,,Chicken,False
1004,Wai Wai,artificial pork flavour,Pack,Thailand,3.0,,,,Pork,False
1003,Nissin,chow mein spicy teriyaki beef,Tray,United States,4.5,,,,Mixed,True
1002,Mr. Noodles,bowl spicy chicken simulated flavour,Bowl,Canada,2.0,,,,Chicken,True
1001,Paldo,доширак dosirac beef flavor,Pack,South Korea,3.5,,,,Beef,False
1000,Maruchan,yakisoba beef taco flavor,Tray,United States,4.25,,,,Beef,False
999,Pot Noodle,tony s doner kebab,Cup,United Kingdom,1.5,,,,,False
998,Nongshim,shin ramyun black spicy beef,Cup,South Korea,4.5,,,,Beef,True
997,Sakurai Foods,miso stew instant udon winter ,Pack,Japan,4.25,,,,,False
996,Maruchan,bowl chicken flavor,Bowl,United States,4.0,,,,Chicken,False
995,Ko-Lee,instant noodles beef,Pack,United Kingdom,3.0,,,,Beef,False
994,Wai Wai,tom yum shrimp flavour,Pack,Thailand,3.25,,,,Seafood,False
993,Unox,sate,Pack,Netherlands,3.5,,,,,False
992,Prima Taste,singapore laksa la mian,Pack,Singapore,5.0,,,,,False
991,Prima Taste,singapore curry la mian,Pack,Singapore,5.0,,,,,False
990,Nissin,pan asian kitchen spicy pad thai,Tray,United States,2.75,,,,,True
989,GS25,gonghwachun jjamppong,Pack,South Korea,4.0,,,,,False
988,Amino,ogorkowa,Pack,Other,3.25,,,,,False
987,Trident,singapore soft noodles,Pack,Australia,2.75,,,,,False
986,Paldo,jong gah jip kimchi ramen,Pack,South Korea,4.0,,,,,True
985,Ko-Lee,go noodles thai hot spicy tom yum,Cup,United Kingdom,1.0,,,,,True
984,Sun Noodle,ramen shoyu flavor,Tray,United States,5.0,,,,,False
983,Sun Noodle,tantanmen spicy sesame mild ,Tray,United States,3.75,,,,,True
982,Sun Noodle,ramen miso flavor,Tray,United States,5.0,,,,,False
981,S&S,saimin,Pack,United States,4.0,,,,,False
980,Sun Noodle,cold ramen soy sauce vinaigrette,Tray,United States,4.0,,,,,False
979,Sun Noodle,nama soba buckwheat noodle,Tray,United States,4.0,,,,,False
978,Sun Noodle,ramen pork flavor,Tray,United States,5.0,,,,Pork,False
977,Sun Noodle,yakisoba,Pack,United States,4.5,,,,,False
976,Nissin,donbei tensoba,Bowl,Japan,4.0,,,,,False
975,Ottogi,spaghetti ramen,Bowl,South Korea,4.5,,,,,False
974,Pot Noodle,chilli beef flavour,Cup,United Kingdom,2.25,,,,Beef,True
973,Annie Chun's,ramen house spicy chicken ramen,Pack,United States,4.0,,,,Chicken,True
972,Springlife,spinach with organic noodles,Pack,China,3.0,,,,,False
971,Annie Chun's,soup bowl chinese chicken,Bowl,United States,4.25,,,,Mixed,False
970,Annie Chun's,noodle express spicy szechuan,Tray,United States,2.0,,,,,True
969,Annie Chun's,soup bowl vietnamese pho,Bowl,United States,4.0,,,,Beef,False
968,Annie Chun's,noodle express teriyaki,Tray,United States,3.0,,,,Chicken,False
967,Annie Chun's,soup bowl south korean kimchi,Bowl,United States,4.5,,,,Beef,True
966,Annie Chun's,ramen house spring vegetable ramen,Pack,United States,4.0,,,,,False
965,Annie Chun's,noodle express chinese chow mein,Tray,United States,3.75,,,,,False
964,Nissin,raoh backfat rich soy sauce flavor,Bowl,Japan,5.0,,,,,False
963,Pot Noodle,mr chu s golden noodle no 7 sticky rib,Cup,United Kingdom,3.25,,,,,False
962,Nongshim,bowl noodle soup spicy seafood flavor new version ,Bowl,United States,4.25,,,,Seafood,True
961,Trident,chow mein soft noodles,Pack,Australia,2.75,,,,,False
960,Nissin,bowl noodles hot spicy super picante,Bowl,United States,3.25,,,,,True
959,Sakurai Foods,arche naturküche ramen mit ingwer,Pack,Japan,3.25,,,,,False
958,Sakurai Foods,soy sauce ramen,Bowl,Japan,4.25,,,,,False
957,Sakurai Foods,100 vegetarian soy sauce flavor,Pack,Japan,4.25,,,,,False
956,Sakurai Foods,sesame noodles,Pack,Japan,5.0,,,,,False
955,Sakurai Foods,miso ramen,Bowl,Japan,4.0,,,,,False
954,Sakurai Foods,arche naturküche japanische nudelsuppe,Pack,Japan,3.25,,,,,False
953,Sakurai Foods,soy sauce ramen,Pack,Japan,4.75,,,,,False
952,Pot Noodle,sweet spicy,Cup,United Kingdom,3.5,,,,,True
951,Vifon,pomidorowa mild tomato ,Pack,Other,4.0,,,,,False
950,Ottogi,kiss myon,Cup,South Korea,3.75,,,,,False
949,Ko-Lee,instant noodles chicken ,Pack,United Kingdom,3.5,,,,Chicken,False
948,Trident,hot spicy 2 minute noodles,Pack,Australia,3.5,,,,,True
947,Maruchan,yakisoba jalapeno cheddar,Tray,United States,4.0,,,,,False
946,Right Foods,dr mcdougall s vegan chicken ramen,Cup,United States,1.75,,,,Chicken,False
945,Pot Noodle,jamaican jerk ,Cup,United Kingdom,2.75,,,,,False
944,Wai Wai,oriental style instant noodles dry method ,Pack,Thailand,3.0,,,,,False
943,Amino,zurek,Pack,Other,3.25,,,,,False
942,Kamfen,e men lobster soup,Pack,China,3.25,,,,Seafood,False
941,Ko-Lee,go noodles chicken special,Pack,United Kingdom,3.75,,,,Chicken,False
940,Wai Wai,sour soup flavor,Pack,Thailand,3.5,,,,,False
939,Pot Noodle,sweet sour,Cup,United Kingdom,3.75,,,,,False
938,Maruchan,yakisoba four cheese,Tray,United States,3.75,,,,,False
937,Mama,shrimp tom yum ,Pack,Thailand,3.75,,,,Seafood,False
936,Yamachan,mild tonkotsu,Pack,United States,5.0,,,,Pork,False
935,Maruchan,beef,Cup,United States,3.5,,,,Beef,False
934,Nongshim,jinjja jinjja flamin hot nutty,Pack,United States,5.0,,,,,True
933,Paldo,kokomen spicy chicken,Cup,South Korea,4.5,,,,Chicken,True
932,Paldo,namja ramen united states version ,Pack,South Korea,5.0,,,,,False
931,Kamfen,dried mix noodles soya bean paste,Tray,China,3.75,,,,,False
930,Maruchan,35 less sodium beef,Cup,United States,3.5,,,,Beef,False
929,Vina Acecook,good artificial minced pork bean vermicelli,Pack,Vietnam,3.75,,,,Pork,False
928,Kamfen,dried mix noodles artificial spicy pork,Tray,China,4.0,,,,Pork,True
927,Paldo,kokomen spicy chicken,Bowl,South Korea,4.75,,,,Chicken,True
926,Ibumie,vegemee vegetarian flavour,Pack,Malaysia,2.75,,,,,False
925,Emart,dare you habanero ramen,Pack,South Korea,3.75,,,,,False
924,Maruchan,35 less sodium chicken,Pack,United States,3.75,,,,Chicken,False
923,Ibumie,ladmee hot pepper,Pack,Malaysia,3.5,,,,,True
922,Sunlee,shitake mushroom vernicalli,Bowl,Thailand,1.25,,,,,False
921,Ottogi,jjajang bokki,Bowl,South Korea,3.5,,,,Beef,False
920,Shirakiku,hot spicy udon,Pack,United States,3.0,,,,,True
919,Maruchan,35 less sodium beef,Pack,United States,3.5,,,,Beef,False
918,Nongshim,tempura udon flavor cup ramyun,Cup,South Korea,4.5,,,,,False
917,Vina Acecook,good chicken abalone bean vermicelli,Pack,Vietnam,3.25,,,,Mixed,False
916,Goku Uma,seafood flavor japanese noodles,Bowl,Japan,4.25,,,,Seafood,False
915,Wai Wai,casserole beef flavour,Pack,Thailand,3.5,,,,Beef,False
914,Nissin,ramen shop sapporo miso,Pack,Japan,4.0,,,,,False
913,Nongshim,spicy shrimp cup ramyun,Cup,South Korea,4.25,,,,Seafood,True
912,Maruchan,instant lunch shrimp,Cup,United States,3.75,,,,Seafood,False
911,Nissin,top ramen cucharealo habanero shrimp,Pack,United States,3.75,,,,Seafood,False
910,Paldo,namja ramyun,Bowl,South Korea,4.25,,,,,False
909,Indomie,kriuuk bawang,Pack,Indonesia,4.25,,,,,False
908,Sapporo Ichiban,original flavor,Cup,United States,3.5,,,,,False
907,Nongshim,neoguri spicy seafood,Cup,South Korea,4.0,,,,Seafood,True
906,Daddy,kari 365 curry flavour,Pack,Malaysia,5.0,,,,,False
905,Tradition,vegetable instant noodle soup,Cup,United States,3.25,,,,,False
904,Myojo,ippei chan yomise no yakisoba oriental,Tray,Japan,4.75,,,,,False
903,Han's South Korea,rice noodle with seafood flavored soup,Tray,South Korea,3.5,,,,Seafood,False
902,Sunlee,pho bo beef flavour rice stick,Bowl,Thailand,3.25,,,,Beef,False
901,Sarimi,rasa ayam bawang,Pack,Indonesia,3.5,,,,Chicken,False
900,Maruchan,instant lunch chicken,Cup,United States,3.5,,,,Chicken,False
899,FMF,chow tomato ,Pack,Other,4.25,,,,,False
898,Long Kow,crystal noodles savory shoyu,Cup,China,1.5,,,,,False
897,FMF,chow masala,Pack,Other,4.0,,,,,False
896,Vina Acecook,good tomyum kung bean vermicelli,Pack,Vietnam,3.5,,,,,False
895,SuperMi,sedaaap mi goreng,Pack,Indonesia,5.0,,,,,False
894,Han's South Korea,rice noodle with kimchi flavored soup,Tray,South Korea,3.0,,,,,True
893,Paldo,bowl noodle shrimp flavor,Bowl,South Korea,3.25,,,,Seafood,False
892,ABC,selera pedas hot tomato soup flavor,Pack,Indonesia,4.5,,,,,True
891,Vina Acecook,hao hao mushroom,Pack,Vietnam,2.75,,,,,False
890,Unif / Tung-I,mushroom flavor ramen noodles,Pack,Vietnam,3.5,,,,,False
889,Yamachan,rich shoyu ramen,Pack,United States,4.0,,,,,False
888,Yamachan,nagasaki sara udon chicken ,Pack,United States,4.25,,,,Chicken,False
887,Yamachan,cold noodles with lemon soy dressing,Pack,United States,4.0,,,,,False
886,Yamachan,tonkotsu shoyu rich pork flavor ramen,Pack,United States,4.75,,,,Pork,False
885,Yamachan,miso ramen rich sapporo miso,Pack,United States,5.0,,,,,False
884,Yamachan,miso ramen mild,Pack,United States,4.0,,,,,False
883,Yamachan,shio ramen seafood mild,Pack,United States,4.5,,,,Seafood,False
882,SuperMi,gobang,Pack,Indonesia,5.0,,,,,False
881,Han's South Korea,rice noodle with hot spicy,Tray,South Korea,3.25,,,,,True
880,Golden Wheat,south korean style seafood,Cup,China,2.75,,,,Seafood,False
879,Song Hak,rice topokki,Bowl,South Korea,5.0,,,,,False
878,Nissin,top ramen short cuts lime chili,Pack,United States,3.75,,,,,False
877,Nongshim,shin bowl new ,Bowl,United States,4.25,,,,Beef,False
876,Sarimi,soto koya pedasss,Pack,Indonesia,3.25,,,,,False
875,Sunlee,artificial chicken rice vermicelli,Bowl,Thailand,2.5,,,,Chicken,False
874,Fuji Mengyo,nabeyaki udon,Bowl,Japan,3.5,,,,,False
873,Vifon,viet rice noodles chicken,Pack,Vietnam,3.5,,,,Chicken,False
872,Nongshim,chapagetti,Bowl,United States,5.0,,,,,False
871,Dragonfly,artificial hot sour shrimp,Pack,China,4.0,,,,Seafood,True
870,SuperMi,mi keriting rasa ayam bawang,Pack,Indonesia,3.75,,,,Chicken,False
869,Vina Acecook,good chicken bean vermicelli,Pack,Vietnam,3.25,,,,Chicken,False
868,CJ CheilJedang,katsuobushi udon,Bowl,South Korea,3.75,,,,,False
867,Indomie,rasa coto makassar,Pack,Indonesia,4.0,,,,,False
866,Master Kong,mianba,Pack,China,4.0,,,,,False
865,Little Cook,stewed duck,Cup,Thailand,3.0,,,,Duck,False
864,Unif / Tung-I,chinese spices tong tsai bean vermicelli,Pack,Taiwan,3.5,,,,,False
863,Indomie,special fried curly noodle local ,Pack,Indonesia,5.0,,,,,False
862,Nissin,top ramen short cuts roast chicken,Pack,United States,4.25,,,,Chicken,False
861,Vina Acecook,hao hao mi chay vegetarian,Pack,Vietnam,3.25,,,,,False
860,Baijia,artificial pickled cabbage fish,Pack,China,2.75,,,,Seafood,False
859,Tradition,imitation chicken vegetarian,Cup,United States,3.75,,,,Chicken,False
858,Indomie,rasa mi cakalang,Pack,Indonesia,4.5,,,,,False
857,Sempio,seafood vermicelli anchovy,Bowl,South Korea,4.25,,,,Seafood,False
856,Little Cook,mushroom vegetarian,Bowl,Thailand,4.75,,,,,False
855,Vina Acecook,bestcook hot sour shrimp,Bowl,Vietnam,4.25,,,,Seafood,True
854,Long Kow,crystal noodles hot sour,Bowl,China,3.5,,,,,True
853,Dongwon,raudong unfried noodle with kimchi,Bowl,South Korea,4.5,,,,,True
852,SuperMi,sedaaap mi kuah rasa kari ayam,Pack,Indonesia,4.0,,,,Chicken,False
851,Dragonfly,artificial pork ribs,Bowl,China,3.5,,,,Pork,False
850,Nissin,top ramen short cuts chicken,Pack,United States,4.0,,,,Chicken,False
849,Nissin,top ramen cucharealo tomato chicken,Pack,United States,3.5,,,,Chicken,False
848,Golden Wheat,south korean style spicy pork,Cup,China,3.5,,,,Pork,True
847,Itomen,sansai soba edible wld plant,Bowl,Japan,3.25,,,,,False
846,Vifon,mi kim chee,Pack,Vietnam,3.75,,,,,False
845,Nongshim,doong ji cold noodle chilled broth,Pack,South Korea,4.25,,,,,False
844,Maggi,2 minute noodles perencah asam laksa,Pack,Malaysia,4.0,,,,,False
843,Nissin,top ramen short cuts beef,Pack,United States,3.5,,,,Beef,False
842,JML,artificial stew beef,Bowl,China,3.75,,,,Beef,False
841,Nongshim,chapagetti south korean ,Pack,South Korea,4.0,,,,,False
840,Chewy,stir rice vermicelli singaporean laksa,Tray,China,3.75,,,,,False
839,CJ CheilJedang,mild bean curd stew,Cup,South Korea,2.0,,,,,False
838,Sarimi,soto koya gurih,Pack,Indonesia,4.0,,,,,False
837,Nissin,top ramen cucharealo picante chicken,Pack,United States,4.5,,,,Chicken,False
836,Binh Tay,mi chay vegetarian,Pack,Vietnam,3.5,,,,,False
835,Mr. Noodles,shrimp,Pack,Canada,2.5,,,,Seafood,False
834,Indomie,mi goreng kriuuk pedas,Pack,Indonesia,3.75,,,,,False
833,Wai Wai,vegetarian,Pack,Thailand,3.5,,,,,False
832,Dragonfly,mee goreng dry ramen noodles,Pack,China,3.75,,,,,False
831,Vifon,instant porridge chicken,Pack,Vietnam,3.25,,,,Chicken,False
830,Seven-Eleven,seven i shoyu,Cup,Japan,4.5,,,,,False
829,Paldo,kko kko myun king cup,Bowl,South Korea,4.75,,,,,False
828,Paldo,seolleongtangmyeon,Pack,South Korea,3.5,,,,,False
827,Paldo,rabokki,Pack,South Korea,4.75,,,,,False
826,Paldo,namja,Pack,South Korea,5.0,,,,,False
825,Paldo,shoyu,Cup,Japan,3.25,,,,,False
824,Paldo,bibim men cucumber,Pack,South Korea,5.0,,,,,False
823,Paldo,kokomen spicy chicken,Pack,South Korea,5.0,,,,Chicken,True
822,Paldo,speed king bowl prototype ,Bowl,South Korea,3.5,,,,Beef,False
821,Master Kong,potatoes stewed beef,Pack,China,5.0,,,,Beef,False
820,Sunlee,tom yum shrimp rice stick,Bowl,Thailand,3.75,,,,Seafood,False
819,Maruchan,tempura soba,Pack,Japan,4.0,,,,,False
818,SuperMi,sedaaap mi kuah rasa soto,Pack,Indonesia,4.0,,,,,False
817,Souper,bowl ramen shrimp,Bowl,Taiwan,3.75,,,,Seafood,False
816,Vina Acecook,oh ricey phnom penh rice noodle,Pack,Vietnam,3.75,,,,,False
815,Chencun,stewde chicken of mushroom,Cup,China,3.25,,,,Chicken,False
814,Indomie,beef,Pack,Indonesia,3.5,,,,Beef,False
813,Mr. Noodles,spicy chicken,Pack,Canada,2.0,,,,Chicken,True
812,Master Kong,spicy beef,Pack,China,3.75,,,,Beef,True
811,Mr. Noodles,vegetable,Pack,Canada,1.75,,,,,False
810,ABC,selera pedas mi goreng hot chicken lemon,Pack,Indonesia,4.25,,,,Chicken,True
809,Nongshim,neoguri mild south korea ,Pack,South Korea,4.0,,,,,False
808,Kim's Bowl,vegetarian tom yum,Bowl,Thailand,3.5,,,,,False
807,SuperMi,super rasa ayam bawang,Pack,Indonesia,4.0,,,,Chicken,False
806,Ohsung,hot spicy bowl with soy peptide,Bowl,South Korea,3.5,,,,Beef,True
805,Acecook,super big ramen soy sauce,Bowl,Japan,1.25,,,,,False
804,Little Cook,abalone chicken,Cup,Thailand,1.75,,,,Mixed,False
803,Master Kong,premium taste roasted beef,Bowl,China,4.0,,,,Beef,False
